Gene	Gistic(Q-value)	Cytoband	CNA	Profiled Samples	#	Freq	Is Cancer Gene (source: OncoKB)
CIB1		15q26.1	AMP	1	70	1.4%	No
AHSG		3q27.3	AMP	8	70	11.4%	No
DENND4B		1q21.3	AMP	1	70	1.4%	No
CCDC190		1q23.3	AMP	1	70	1.4%	No
OR5AC2		3q11.2	AMP	2	70	2.9%	No
TMEM251		14q32.12	HOMDEL	1	70	1.4%	No
IFI27L2		14q32.12	HOMDEL	1	70	1.4%	No
CELF5		19p13.3	AMP	1	70	1.4%	No
SF3A1		22q12.2	AMP	1	70	1.4%	No
FAM217A		6p25.2	HOMDEL	1	70	1.4%	No
LSAMP		3q13.31	AMP	3	70	4.3%	No
TUFT1		1q21.3	AMP	1	70	1.4%	No
SPANXB1		Xq27.1	AMP	1	70	1.4%	No
PSPH		7p11.2	AMP	1	70	1.4%	No
ZNF562		19p13.2	HOMDEL	1	70	1.4%	No
MEG3		14q32.2	AMP	1	70	1.4%	No
CFAP141		1q21.3	AMP	1	70	1.4%	No
CIP2A		3q13.13	AMP	2	70	2.9%	No
G3BP2		4q21.1	AMP	1	70	1.4%	No
FUT5		19p13.3	HOMDEL	2	70	2.9%	No
SNORD114-23		14q32.31	HOMDEL	1	70	1.4%	No
RTP1		3q27.3	AMP	8	70	11.4%	No
HEIH		5q35.3	AMP	1	70	1.4%	No
CYP2A6		19q13.2	AMP	2	70	2.9%	No
CCNG1		5q34	AMP	2	70	2.9%	No
RIPPLY3		21q22.13	AMP	1	70	1.4%	No
LRRC14		8q24.3	AMP	1	70	1.4%	No
HTR1F		3p12	HOMDEL	1	70	1.4%	No
LRRN1		3p26.2	HOMDEL	1	70	1.4%	No
TSGA10IP		11q13.1	AMP	1	70	1.4%	No
TDRD9		14q32.33	AMP	1	70	1.4%	No
RPUSD4		11q24.2	HOMDEL	1	70	1.4%	No
ESS2		22q11.21	AMP	1	70	1.4%	No
EIF2A		3q25.1	AMP	4	70	5.7%	No
CYP2A7		19q13.2	AMP	2	70	2.9%	No
PZP		12p13.31	AMP	1	70	1.4%	No
MSR1		8p22	HOMDEL	1	70	1.4%	No
C1QTNF5		11q23.3	HOMDEL	1	70	1.4%	No
SNORD114-15		14q32.31	HOMDEL	1	70	1.4%	No
LINC01107		2q37.3	HOMDEL	3	70	4.3%	No
GLUD2		Xq24	AMP	1	70	1.4%	No
SNED1		2q37.3	HOMDEL	2	70	2.9%	No
LINC01133		1q23.2	AMP	1	70	1.4%	No
IGFBP5		2q35	HOMDEL	2	70	2.9%	No
CUL3		2q36.2	HOMDEL	1	70	1.4%	Yes
H1-8		3q22.1	AMP	3	70	4.3%	No
TFAP4		16p13.3	AMP	1	70	1.4%	No
LINC01146		14q31.3	AMP	1	70	1.4%	No
TULP3		12p13.33	AMP	1	70	1.4%	No
STRADA		17q23.3	AMP	1	70	1.4%	No
LINC02289		14q24.3	AMP	1	70	1.4%	No
SLC9A6		Xq26.3	HOMDEL	1	70	1.4%	No
CTRB2		16q23.1	AMP	1	70	1.4%	No
PLIN3		19p13.3	HOMDEL	2	70	2.9%	No
OR8B2		11q24.2	HOMDEL	1	70	1.4%	No
MIR381HG		14q32.31	AMP	1	70	1.4%	No
GNA11		19p13.3	HOMDEL	2	70	2.9%	Yes
YBEY		21q22.3	AMP	1	70	1.4%	No
LDHD		16q23.1	AMP	1	70	1.4%	No
LPCAT3		12p13.31	AMP	1	70	1.4%	No
ZNF573		19q13.12	AMP	2	70	2.9%	No
CLINT1		5q33.3	AMP	1	70	1.4%	No
LINC01230		9p24.3	HOMDEL	1	70	1.4%	No
XAB2		19p13.2	HOMDEL	1	70	1.4%	No
SMCO2		12p11.23	AMP	1	70	1.4%	No
LINC00316		21q22.3	AMP	1	70	1.4%	No
DDX41		5q35.3	AMP	1	70	1.4%	Yes
BCO2		11q23.1	HOMDEL	1	70	1.4%	No
TERB2		15q21.1	HOMDEL	2	70	2.9%	No
GEMIN2		14q21.1	AMP	1	70	1.4%	No
C21ORF58		21q22.3	AMP	1	70	1.4%	No
USP17L2		8p23.1	HOMDEL	1	70	1.4%	No
CTAGE10P		13q14.2	HOMDEL	2	70	2.9%	No
RPL32P3		3q21.3	AMP	4	70	5.7%	No
LINC01148		14q31.3	AMP	1	70	1.4%	No
PLEKHM3		2q33.3	HOMDEL	2	70	2.9%	No
FAM90A25P		8p23.1	HOMDEL	1	70	1.4%	No
CCNT1		12q13.11-q13.12	AMP	1	70	1.4%	No
SIK2		11q23.1	HOMDEL	1	70	1.4%	No
KIF13A		6p22.3	HOMDEL	1	70	1.4%	No
TSC22D1-AS1		13q14.11	HOMDEL	3	70	4.3%	No
TMEM39A		3q13.33	AMP	3	70	4.3%	No
GPT		8q24.3	AMP	1	70	1.4%	No
RALGAPA1		14q13.2	AMP	2	70	2.9%	No
LINC01482		17q24.2	AMP	1	70	1.4%	No
GLRA2		Xp22.2	AMP	2	70	2.9%	No
KIAA0319		6p22.3	HOMDEL	1	70	1.4%	No
CDKN2B-AS1		9p21.3	HOMDEL	1	70	1.4%	No
PPP1R27		17q25.3	HOMDEL	1	70	1.4%	No
HAND1		5q33.2	AMP	1	70	1.4%	No
USP17L28		4p16.1	HOMDEL	1	70	1.4%	No
NR2F2		15q26.2	AMP	1	70	1.4%	No
MCM3		6p12.2	AMP	1	70	1.4%	No
SEC22B		1p12	AMP	1	70	1.4%	No
USP28		11q23.2	HOMDEL	1	70	1.4%	No
SNORA11B		14q32.12	HOMDEL	1	70	1.4%	No
POSTN		13q13.3	HOMDEL	2	70	2.9%	No
MSRB3		12q14.3	AMP	1	70	1.4%	No
HPYR1		8q24.22	AMP	1	70	1.4%	No
ARF5		7q32.1	HOMDEL	1	70	1.4%	No
LINC00696		3p21.1	HOMDEL	1	70	1.4%	No
WDR97		8q24.3	AMP	1	70	1.4%	No
INTS13		12p11.23	AMP	2	70	2.9%	No
PTPRG-AS1		3p14.2	HOMDEL	1	70	1.4%	No
VHLL		1q22	AMP	1	70	1.4%	No
LINC00598		13q14.11	HOMDEL	3	70	4.3%	No
MOCS2-DT		5q11.2	HOMDEL	1	70	1.4%	No
TMEM63C		14q24.3	AMP	1	70	1.4%	No
MAP4K2		11q13.1	AMP	1	70	1.4%	No
YY1		14q32.2	AMP	1	70	1.4%	Yes
OXTR		3p25.3	HOMDEL	1	70	1.4%	No
LXN		3q25.32	AMP	6	70	8.6%	No
PAPPA2		1q25.2	AMP	1	70	1.4%	No
C6ORF141		6p12.3	HOMDEL	1	70	1.4%	No
PHETA2		22q13.2	AMP	2	70	2.9%	No
CREBZF		11q14.1	AMP	2	70	2.9%	No
KIAA2026		9p24.1	HOMDEL	1	70	1.4%	No
RTN4RL1		17p13.3	HOMDEL	1	70	1.4%	No
EED		11q14.2	AMP	2	70	2.9%	Yes
TBL1XR1		3q26.32	AMP	9	70	12.9%	Yes
EMD		Xq28	AMP	2	70	2.9%	No
PPP1R14B		11q13.1	AMP	1	70	1.4%	No
PHC1		12p13.31	AMP	1	70	1.4%	No
GABARAPL1		12p13.2	AMP	1	70	1.4%	No
RNF145		5q33.3	AMP	1	70	1.4%	No
AP3D1		19p13.3	HOMDEL	3	70	4.3%	No
SLC12A1		15q21.1	HOMDEL	2	70	2.9%	No
ZFYVE21		14q32.33	HOMDEL	1	70	1.4%	No
RAB13		1q21.3	AMP	1	70	1.4%	No
NCLN		19p13.3	AMP	1	70	1.4%	No
EGFLAM		5p13.2-p13.1	AMP	5	70	7.1%	No
ITPR1-DT		3p26.1	HOMDEL	1	70	1.4%	No
SSX2B		Xp11.22	AMP	1	70	1.4%	No
EHMT1		9q34.3	HOMDEL	1	70	1.4%	No
RBM7		11q23.1-q23.2	HOMDEL	1	70	1.4%	No
PCTP		17q22	AMP	1	70	1.4%	No
DYTN		2q33.3	HOMDEL	3	70	4.3%	No
HNRNPM		19p13.2	AMP	1	70	1.4%	No
TPM3		1q21.3	AMP	1	70	1.4%	Yes
COX8C		14q32.12	AMP	1	70	1.4%	No
PABIR3		Xq26.3	AMP	1	70	1.4%	No
PDE4A		19p13.2	HOMDEL	1	70	1.4%	No
COX8C		14q32.12	HOMDEL	1	70	1.4%	No
CCT6A		7p11.2	AMP	1	70	1.4%	No
KRTAP9-6		17q21.2	HOMDEL	2	70	2.9%	No
CCAT2		8q24.21	AMP	3	70	4.3%	No
FHL1		Xq26.3	AMP	1	70	1.4%	No
FDXACB1		11q23.1	HOMDEL	1	70	1.4%	No
TVP23A		16p13.13	AMP	1	70	1.4%	No
USP32		17q23.3	AMP	1	70	1.4%	No
RD3L		14q32.33	AMP	1	70	1.4%	No
C2CD2L		11q23.3	HOMDEL	1	70	1.4%	No
LINC01547		21q22.3	AMP	1	70	1.4%	No
SNORA4		3q27.3	AMP	8	70	11.4%	No
OR8B12		11q24.2	HOMDEL	1	70	1.4%	No
GAS5		1q25.1	AMP	1	70	1.4%	No
CACTIN		19p13.3	HOMDEL	2	70	2.9%	No
CTSC		11q14.2	AMP	2	70	2.9%	No
PABIR2		Xq26.3	AMP	1	70	1.4%	No
BRS3		Xq26.3	AMP	1	70	1.4%	No
CHML		1q43	HOMDEL	1	70	1.4%	No
ADAM19		5q33.3	AMP	1	70	1.4%	No
ZNF563		19p13.2	AMP	1	70	1.4%	No
LRRC3-DT		21q22.3	AMP	1	70	1.4%	No
CD1A		1q23.1	AMP	1	70	1.4%	No
PRTN3		19p13.3	HOMDEL	3	70	4.3%	No
SPANXN3		Xq27.3	AMP	2	70	2.9%	No
CASP4		11q22.3	HOMDEL	1	70	1.4%	No
TRAPPC4		11q23.3	HOMDEL	1	70	1.4%	No
SPPL2B		19p13.3	AMP	1	70	1.4%	No
SNORD2		3q27.3	AMP	8	70	11.4%	No
LINC00051		8q24.3	AMP	1	70	1.4%	No
LINC00423		13q13.1	HOMDEL	1	70	1.4%	No
KRT31		17q21.2	HOMDEL	2	70	2.9%	No
NXPE2		11q23.2	HOMDEL	1	70	1.4%	No
FAM66B		8p23.1	HOMDEL	1	70	1.4%	No
ZNF354A		5q35.3	AMP	1	70	1.4%	No
ATP6AP2		Xp11.4	AMP	1	70	1.4%	No
GRM5P1		11p11.12	HOMDEL	1	70	1.4%	No
SLURP1		8q24.3	AMP	1	70	1.4%	No
USF3		3q13.2	AMP	3	70	4.3%	No
ANAPC11		17q25.3	HOMDEL	1	70	1.4%	No
THOC7		3p14.1	HOMDEL	1	70	1.4%	No
LHX3		9q34.3	HOMDEL	2	70	2.9%	No
LINC00322		21q22.3	AMP	1	70	1.4%	No
DSCAM-IT1		21q22.2	AMP	1	70	1.4%	No
SRRM4		12q24.23	AMP	1	70	1.4%	No
C19ORF67		19p13.12	HOMDEL	1	70	1.4%	No
CFL2		14q13.1	AMP	2	70	2.9%	No
COG6		13q14.11	HOMDEL	2	70	2.9%	No
APLP2		11q24.3	HOMDEL	1	70	1.4%	No
CPT1B		22q13.33	HOMDEL	2	70	2.9%	No
TGFB1		19q13.2	AMP	2	70	2.9%	No
OR10J1		1q23.2	AMP	2	70	2.9%	No
FTHL17		Xp21.2	AMP	2	70	2.9%	No
CAPN12		19q13.2	AMP	3	70	4.3%	No
SPANXA2		Xq27.2	HOMDEL	1	70	1.4%	No
FAM131A		3q27.1	AMP	8	70	11.4%	No
PIBF1		13q21.33-q22.1	HOMDEL	2	70	2.9%	No
GRB10		7p12.1	HOMDEL	1	70	1.4%	No
SLC44A2		19p13.2	AMP	1	70	1.4%	No
LINC00607		2q35	HOMDEL	2	70	2.9%	No
FHIT		3p14.2	AMP	1	70	1.4%	Yes
H4C14		1q21.2	AMP	1	70	1.4%	No
PATE2		11q24.2	HOMDEL	1	70	1.4%	No
SLC35B3		6p24.3	HOMDEL	1	70	1.4%	No
KANK1		9p24.3	HOMDEL	1	70	1.4%	No
HEMK1		3p21.31	HOMDEL	1	70	1.4%	No
MCCC1		3q27.1	AMP	8	70	11.4%	No
TCF20		22q13.2	AMP	2	70	2.9%	No
HTRA3		4p16.1	HOMDEL	1	70	1.4%	No
BTC		4q13.3	AMP	1	70	1.4%	No
MRPL3		3q22.1	AMP	3	70	4.3%	No
MARVELD3		16q22.2	AMP	1	70	1.4%	No
GLDN		15q21.2	HOMDEL	2	70	2.9%	No
CCDC102B		18q22.1	HOMDEL	1	70	1.4%	No
RASSF1		3p21.31	HOMDEL	1	70	1.4%	No
CALR		19p13.13	HOMDEL	1	70	1.4%	Yes
PTHLH		12p11.22	AMP	1	70	1.4%	No
LINC02292		14q32.13	AMP	1	70	1.4%	No
FRMD5		15q15.3	HOMDEL	2	70	2.9%	No
ACER1		19p13.3	HOMDEL	2	70	2.9%	No
NMUR2		5q33.1	AMP	1	70	1.4%	No
GBA		1q22	AMP	1	70	1.4%	No
ACSS1		20p11.21	AMP	1	70	1.4%	No
KNG1		3q27.3	AMP	8	70	11.4%	No
FARSA		19p13.13	HOMDEL	1	70	1.4%	No
BCAM		19q13.32	AMP	4	70	5.7%	No
LGI3		8p21.3	HOMDEL	2	70	2.9%	No
TMEM249		8q24.3	AMP	1	70	1.4%	No
BTBD7		14q32.12	AMP	1	70	1.4%	No
ZNF605		12q24.33	AMP	1	70	1.4%	No
OR5H1		3q11.2	AMP	2	70	2.9%	No
ASB2		14q32.12	AMP	1	70	1.4%	No
SLC6A3		5p15.33	HOMDEL	1	70	1.4%	No
SCARNA22		4p16.3	HOMDEL	1	70	1.4%	No
CFL1		11q13.1	AMP	1	70	1.4%	No
CT47A6		Xq24	AMP	1	70	1.4%	No
LRP4-AS1		11p11.2	HOMDEL	1	70	1.4%	No
MAGEF1		3q27.1	AMP	8	70	11.4%	No
EDNRB		13q22.3	HOMDEL	1	70	1.4%	No
RETNLB		3q13.13	AMP	2	70	2.9%	No
FAM98C		19q13.2	AMP	3	70	4.3%	No
VOPP1		7p11.2	AMP	1	70	1.4%	No
ZNF718		4p16.3	HOMDEL	1	70	1.4%	No
LINC00488		3q13.13	AMP	2	70	2.9%	No
SCML1		Xp22.13	AMP	2	70	2.9%	No
AVPR2		Xq28	AMP	2	70	2.9%	No
ARVCF		22q11.21	AMP	1	70	1.4%	No
CEP95		17q23.3	AMP	1	70	1.4%	No
MTG1		10q26.3	HOMDEL	3	70	4.3%	No
IL18		11q23.1	HOMDEL	1	70	1.4%	No
AKAP4		Xp11.22	AMP	2	70	2.9%	No
KRT12		17q21.2	HOMDEL	2	70	2.9%	No
SPNS2		17p13.2	HOMDEL	1	70	1.4%	No
C6ORF201		6p25.2	HOMDEL	1	70	1.4%	No
RBM44		2q37.3	HOMDEL	3	70	4.3%	No
TNKS		8p23.1	HOMDEL	1	70	1.4%	No
CREB3L1		11p11.2	HOMDEL	1	70	1.4%	Yes
TRIM42		3q23	AMP	2	70	2.9%	No
PIGG		4p16.3	HOMDEL	1	70	1.4%	No
GRIA1		5q33.2	AMP	1	70	1.4%	No
PNMA3		Xq28	AMP	2	70	2.9%	No
PPAN-P2RY11		19p13.2	HOMDEL	1	70	1.4%	No
TARS2		1q21.2	AMP	1	70	1.4%	No
DGKZ		11p11.2	HOMDEL	1	70	1.4%	No
RASSF8		12p12.1	AMP	2	70	2.9%	No
SH3GL3		15q25.2	AMP	1	70	1.4%	No
FAM135B		8q24.23	AMP	1	70	1.4%	No
ZDHHC11		5p15.33	AMP	3	70	4.3%	No
PSMC3		11p11.2	HOMDEL	1	70	1.4%	No
DOCK10		2q36.2	HOMDEL	1	70	1.4%	No
HTN3		4q13.3	AMP	1	70	1.4%	No
TRIM49C		11q14.3	AMP	2	70	2.9%	No
PLEKHG2		19q13.2	AMP	4	70	5.7%	No
TIMM22		17p13	HOMDEL	1	70	1.4%	No
SPRYD7		13q14.2	HOMDEL	2	70	2.9%	No
UROC1		3q21.3	AMP	3	70	4.3%	No
SERTAD3		19q13.2	AMP	2	70	2.9%	No
LINC02104		5p13.1	AMP	6	70	8.6%	No
TANC2		17q23.2-q23.3	HOMDEL	1	70	1.4%	No
ZXDA		Xp11.21	AMP	1	70	1.4%	No
MOB3A		19p13.3	HOMDEL	3	70	4.3%	No
FRMD4B		3p14.1	HOMDEL	2	70	2.9%	No
GFRAL		6p12.1	AMP	1	70	1.4%	No
LCN15		9q34.3	HOMDEL	1	70	1.4%	No
MTNR1B		11q14.3	AMP	3	70	4.3%	No
RLN2		9p24.1	HOMDEL	1	70	1.4%	No
JUNB		19p13.13	HOMDEL	1	70	1.4%	No
KLRC4-KLRK1		12p13.2	AMP	1	70	1.4%	No
ATP5MJ		14q32.33	HOMDEL	1	70	1.4%	No
CGNL1		15q21.3	HOMDEL	2	70	2.9%	No
DNMT3L		21q22.3	AMP	1	70	1.4%	No
LINC00663		19p13.11	HOMDEL	1	70	1.4%	No
CDK16		Xp11.3	AMP	2	70	2.9%	No
ADAMTS9		3p14.1	HOMDEL	1	70	1.4%	No
CASP14		19p13.12	HOMDEL	1	70	1.4%	No
SNORA20		6q25.3	HOMDEL	1	70	1.4%	No
C2CD6		2q33.1	HOMDEL	2	70	2.9%	No
SLC35C1		11p11.2	HOMDEL	1	70	1.4%	No
HTN1		4q13.3	AMP	1	70	1.4%	No
PKN1		19p13.12	HOMDEL	1	70	1.4%	No
PCDH17		13q21.1	HOMDEL	3	70	4.3%	No
RPS6KA4		11q13.1	AMP	1	70	1.4%	Yes
COCH		14q12	AMP	2	70	2.9%	No
GDNF-AS1		5p13.2	AMP	5	70	7.1%	No
TTC7B		14q32.11	AMP	1	70	1.4%	No
LINC00239		14q32.31	HOMDEL	1	70	1.4%	No
AXL		19q13.2	AMP	1	70	1.4%	Yes
PTEN		10q23.31	HOMDEL	3	70	4.3%	Yes
PPP4R3C		Xp21.3	AMP	2	70	2.9%	No
MIRLET7BHG		22q13.31	HOMDEL	1	70	1.4%	No
EMP2		16p13.13	AMP	1	70	1.4%	No
WRAP73		1p36.32	AMP	1	70	1.4%	No
B3GNTL1		17q25.3	HOMDEL	1	70	1.4%	No
FRMD1		6q27	HOMDEL	1	70	1.4%	No
CEP72		5p15.33	AMP	3	70	4.3%	No
SLC25A15		13q14.11	HOMDEL	2	70	2.9%	No
PDGFD		11q22.3	HOMDEL	1	70	1.4%	No
LINC01656		22q13.31	AMP	2	70	2.9%	No
TTLL9		20q11	AMP	1	70	1.4%	No
SNX4		3q21.2	AMP	3	70	4.3%	No
NR1I2		3q13.33	AMP	3	70	4.3%	No
C6ORF120		6q27	AMP	1	70	1.4%	No
SFTA3		14q13.3	AMP	2	70	2.9%	No
MYO1F		19p13.2	AMP	1	70	1.4%	No
F2		11p11.2	AMP	1	70	1.4%	No
PAEP		9q34.3	HOMDEL	1	70	1.4%	No
MAMLD1		Xq28	HOMDEL	1	70	1.4%	No
MAGED4B		Xp11.22	AMP	1	70	1.4%	No
MRM3		17p13.3	HOMDEL	1	70	1.4%	No
TERT		5p15.33	HOMDEL	1	70	1.4%	Yes
ZBTB21		21q22.3	AMP	1	70	1.4%	No
ZNF721		4p16.3	HOMDEL	1	70	1.4%	No
SAFB		19p13.3	HOMDEL	2	70	2.9%	No
AFDN		6q27	HOMDEL	1	70	1.4%	Yes
NAP1L2		Xq13.2	AMP	1	70	1.4%	No
PHYHIP		8p21.3	HOMDEL	1	70	1.4%	No
DYNLT2B		3q29	AMP	9	70	12.9%	No
SNORD51		2q33.3	HOMDEL	3	70	4.3%	No
CDC14C		7p12.3	AMP	1	70	1.4%	No
VEGFD		Xp22.2	AMP	2	70	2.9%	No
NXN		17p13.3	HOMDEL	1	70	1.4%	No
P4HB		17q25.3	HOMDEL	1	70	1.4%	No
ABI3BP		3q12.2	AMP	4	70	5.7%	No
LINC01204		Xp11.3	AMP	2	70	2.9%	No
PKHD1L1		8q23.1-q23.2	AMP	1	70	1.4%	No
BLOC1S4		4p16.1	HOMDEL	1	70	1.4%	No
MIR9-3HG		15q26.1	AMP	1	70	1.4%	No
BARX2		11q24.3	HOMDEL	1	70	1.4%	No
DTWD1		15q21.2	HOMDEL	2	70	2.9%	No
EEFSEC		3q21.3	AMP	3	70	4.3%	No
SNORD72		5p13.1	AMP	5	70	7.1%	No
SERHL		22q13.2	HOMDEL	1	70	1.4%	No
SCARNA12		12p13.31	AMP	1	70	1.4%	No
CNPPD1		2q35	HOMDEL	2	70	2.9%	No
CCDC120		Xp11.23	AMP	2	70	2.9%	No
TERLR1		5p15.33	AMP	3	70	4.3%	No
TEX2		17q23.3	AMP	1	70	1.4%	No
TICAM1		19p13.3	HOMDEL	2	70	2.9%	No
ZNF516-DT		18q23	HOMDEL	1	70	1.4%	No
KDM4B		19p13.3	HOMDEL	2	70	2.9%	No
SNTN		3p14.2	HOMDEL	1	70	1.4%	No
SOX2-OT		3q26.33	AMP	8	70	11.4%	No
CRNDE		16q12.2	HOMDEL	1	70	1.4%	No
DSCAML1		11q23.3	HOMDEL	1	70	1.4%	No
TMEM41A		3q27.2	AMP	8	70	11.4%	No
PAMR1		11p13	AMP	2	70	2.9%	No
FAM86B1		8p23.1	HOMDEL	1	70	1.4%	No
MEI1		22q13.2	AMP	1	70	1.4%	No
TPGS1		19p13.3	HOMDEL	3	70	4.3%	No
WDR44		Xq24	AMP	1	70	1.4%	No
COL5A3		19p13.2	HOMDEL	1	70	1.4%	No
NUBPL		14q12	AMP	2	70	2.9%	No
SCN4A		17q23.3	AMP	1	70	1.4%	No
FCGBP		19q13.2	AMP	3	70	4.3%	No
SYT13		11p11.2	HOMDEL	1	70	1.4%	No
RPS16P5		6p12.1	HOMDEL	1	70	1.4%	No
ZNF707		8q24.3	AMP	1	70	1.4%	No
EPB42		15q15.2	HOMDEL	2	70	2.9%	No
C14ORF178		14q24.3	AMP	1	70	1.4%	No
LARP1		5q33.2	AMP	1	70	1.4%	No
UGT1A1		2q37.1	HOMDEL	2	70	2.9%	No
YY1AP1		1q22	AMP	1	70	1.4%	Yes
LMO7DN		13q22.2	HOMDEL	1	70	1.4%	No
ALG12		22q13.33	HOMDEL	2	70	2.9%	No
MAP2K7		19p13.2	AMP	1	70	1.4%	No
KRTAP10-3		21q22.3	AMP	2	70	2.9%	No
CASKIN2		17q25.1	AMP	4	70	5.7%	No
RTP4		3q27.3	AMP	8	70	11.4%	No
MAP2K7		19p13.2	HOMDEL	1	70	1.4%	No
RIMBP3		22q11.21	AMP	1	70	1.4%	No
GLIS3		9p24.2	HOMDEL	1	70	1.4%	No
IL12A-AS1		3q25.33	AMP	6	70	8.6%	No
PIKFYVE		2q34	HOMDEL	1	70	1.4%	No
GRB2		17q25.1	AMP	4	70	5.7%	No
OR10H3		19p13.12	HOMDEL	1	70	1.4%	No
PAK6		15q15.1	HOMDEL	1	70	1.4%	No
H2AP		Xp11.4	AMP	1	70	1.4%	No
ZNF639		3q26.33	AMP	9	70	12.9%	No
TOB2		22q13.2	AMP	1	70	1.4%	No
TDP1		14q32.11	HOMDEL	1	70	1.4%	No
CYP2B6		19q13.2	AMP	1	70	1.4%	No
JTB		1q21.3	AMP	1	70	1.4%	No
LINC02878		8q24.3	AMP	1	70	1.4%	No
SEMA6C		1q21.3	AMP	1	70	1.4%	No
TMED8		14q24.3	AMP	1	70	1.4%	No
RCHY1		4q21.1	AMP	1	70	1.4%	No
ROBO4		11q24.2	HOMDEL	1	70	1.4%	No
OR10G4		11q24.2	HOMDEL	1	70	1.4%	No
KRTAP10-8		21q22.3	AMP	2	70	2.9%	No
ARHGAP31		3q13.32-q13.33	AMP	3	70	4.3%	No
CHST2		3q24	AMP	2	70	2.9%	No
CRLF2		Xp22.3 and Yp11.3	AMP	1	70	1.4%	Yes
DSCAM-AS1		21q22.2	AMP	1	70	1.4%	No
ZNF878		19p13.2	AMP	1	70	1.4%	No
ETFRF1		12p12.1	AMP	1	70	1.4%	No
GRB7		17q12	AMP	3	70	4.3%	No
USP11		Xp11.3	AMP	2	70	2.9%	No
HAAO		2p21	AMP	1	70	1.4%	No
NAA50		3q13.31	AMP	3	70	4.3%	No
RASAL2-AS1		1q25.2	AMP	1	70	1.4%	No
KANK3		19p13.2	AMP	1	70	1.4%	No
MFHAS1		8p23.1	HOMDEL	1	70	1.4%	No
FDCSP		4q13.3	AMP	1	70	1.4%	No
FAM138D		12p13.33	AMP	1	70	1.4%	No
CSN1S2BP		4q13.3	HOMDEL	1	70	1.4%	No
FAM83H		8q24.3	AMP	1	70	1.4%	No
ZBTB20-AS1		3q13.31	AMP	3	70	4.3%	No
PUM2		2p24.1	AMP	1	70	1.4%	No
PLCD3		17q21.31	AMP	1	70	1.4%	No
TIMP2		17q25.3	HOMDEL	1	70	1.4%	No
NES		1q23.1	AMP	1	70	1.4%	No
POLDIP3		22q13.2	HOMDEL	1	70	1.4%	No
TUBGCP6		22q13.33	AMP	1	70	1.4%	No
LINC03012		7q31.33	HOMDEL	1	70	1.4%	No
KRTAP10-5		21q22.3	AMP	2	70	2.9%	No
NRXN1		2p16.3	HOMDEL	1	70	1.4%	No
EXD1		15q15.1	HOMDEL	2	70	2.9%	No
DDI1		11q22.3	HOMDEL	1	70	1.4%	No
CNOT9		2q35	HOMDEL	2	70	2.9%	No
ZDHHC19		3q29	AMP	9	70	12.9%	No
LINC00477		12p12.1	AMP	1	70	1.4%	No
MUC20		3q29	AMP	9	70	12.9%	No
F9		Xq27.1	HOMDEL	1	70	1.4%	No
PHEX		Xp22.11	AMP	3	70	4.3%	No
TUBA4B		2q35	HOMDEL	2	70	2.9%	No
RUNX1-IT1		21q22.12	AMP	1	70	1.4%	No
CHERP		19p13.11	HOMDEL	1	70	1.4%	No
PTCHD1		Xp22.11	AMP	3	70	4.3%	No
ZDHHC22		14q24.3	AMP	1	70	1.4%	No
PPP1R13B		14q32.33	AMP	1	70	1.4%	No
YIF1A		11q13.2	AMP	1	70	1.4%	No
SH3BGR		21q22.2	AMP	1	70	1.4%	No
ELOVL2		6p24.2	HOMDEL	1	70	1.4%	No
PAOX		10q26.3	HOMDEL	3	70	4.3%	No
CCDC137		17q25.3	HOMDEL	1	70	1.4%	No
POC1A		3p21.2	HOMDEL	1	70	1.4%	No
LINC02035		3q21.1	AMP	3	70	4.3%	No
MCF2L2		3q27.1	AMP	8	70	11.4%	No
GABRR3		3q11.2	AMP	2	70	2.9%	No
TXNDC11		16p13.13	AMP	2	70	2.9%	No
FRMD1		6q27	AMP	1	70	1.4%	No
CYP2A13		19q13.2	AMP	1	70	1.4%	No
USP9X		Xp11.4	AMP	1	70	1.4%	No
ZNF750		17q25.3	HOMDEL	1	70	1.4%	Yes
RNU12		22q13.2	HOMDEL	1	70	1.4%	No
RGS14		5q35.3	AMP	1	70	1.4%	No
NUP50-DT		22q13.31	AMP	2	70	2.9%	No
RIBC2		22q13.31	HOMDEL	1	70	1.4%	No
GON7		14q32.12	HOMDEL	1	70	1.4%	No
NBPF4		1p13.3	AMP	1	70	1.4%	No
ZNF317		19p13.2	HOMDEL	1	70	1.4%	No
KL		13q13.1	HOMDEL	1	70	1.4%	No
MTA1		14q32.33	HOMDEL	1	70	1.4%	No
RDH8		19p13.2	AMP	1	70	1.4%	No
GAGE12F		Xp11.23	AMP	2	70	2.9%	No
EML1		14q32.2	AMP	1	70	1.4%	No
AP1M1		19p13.11	HOMDEL	1	70	1.4%	No
ARC		8q24.3	AMP	1	70	1.4%	No
WDR18		19p13.3	HOMDEL	3	70	4.3%	No
CD163L1		12p13.31	AMP	1	70	1.4%	No
PRPF38B		1p13.3	AMP	1	70	1.4%	No
KRTAP10-12		21q22.3	AMP	2	70	2.9%	No
UGT2A2		4q13.3	AMP	1	70	1.4%	No
SCARNA11		12p13.31	AMP	1	70	1.4%	No
EP400P1		12q24.33	AMP	1	70	1.4%	No
PCP4		21q22.2	AMP	1	70	1.4%	No
GPR82		Xp11.4	AMP	1	70	1.4%	No
LINC00880		3q25.31	AMP	6	70	8.6%	No
