Gene	Gistic(Q-value)	Cytoband	CNA	Profiled Samples	#	Freq	Is Cancer Gene (source: OncoKB)
RAD21-AS1		8q24.11	AMP	1	70	1.4%	No
CYP4F3		19p13.12	HOMDEL	1	70	1.4%	No
RHAG		6p12.3	HOMDEL	1	70	1.4%	No
SLIT3		5q34-q35.1	AMP	1	70	1.4%	No
YARS2		12p11.21	AMP	1	70	1.4%	No
CTAGE11P		13q22.2	HOMDEL	1	70	1.4%	No
ATCAY		19p13.3	HOMDEL	2	70	2.9%	No
HEPHL1		11q21	AMP	3	70	4.3%	No
TEKT5		16p13.13	AMP	1	70	1.4%	No
KRTAP12-4		21q22.3	AMP	2	70	2.9%	No
RFX3		9p24.2	HOMDEL	1	70	1.4%	No
MYH7B		20q11.22	AMP	1	70	1.4%	No
LPCAT1		5p15.33	HOMDEL	1	70	1.4%	No
TRIM64		11q14.3	AMP	2	70	2.9%	No
SCARNA16		17q25.2	AMP	2	70	2.9%	No
SLC39A13		11p11.2	AMP	1	70	1.4%	No
LARGE2		11p11.2	HOMDEL	1	70	1.4%	No
CSN1S1		4q13.3	HOMDEL	1	70	1.4%	No
CLEC4GP1		19p13.2	HOMDEL	1	70	1.4%	No
KRT10-AS1		17q21.2	HOMDEL	2	70	2.9%	No
TAS2R9		12p13.2	AMP	1	70	1.4%	No
RAD51AP1		12p13.32	AMP	1	70	1.4%	No
TMEM135		11q14.2	AMP	2	70	2.9%	No
SPATA3		2q37.1	HOMDEL	2	70	2.9%	No
C1RL-AS1		12p13.31	AMP	1	70	1.4%	No
DCXR		17q25.3	HOMDEL	1	70	1.4%	No
CREBRF		5q35.1	AMP	1	70	1.4%	No
ANKRD42		11q14.1	AMP	2	70	2.9%	No
DNAJC4		11q13.1	AMP	1	70	1.4%	No
POGK		1q24.1	AMP	1	70	1.4%	No
KRTAP12-3		21q22.3	AMP	2	70	2.9%	No
UNC80		2q34	HOMDEL	2	70	2.9%	No
PHKA2		Xp22.13	AMP	2	70	2.9%	No
TDRP		8p23.3	HOMDEL	1	70	1.4%	No
SMIM10L2B-AS1		Xq26.3	AMP	1	70	1.4%	No
KRTAP4-3		17q21.2	HOMDEL	2	70	2.9%	No
ADSS1		14q32.33	HOMDEL	1	70	1.4%	No
LINC02913		9q34.11	AMP	1	70	1.4%	No
TAS2R1		5p15.31	AMP	4	70	5.7%	No
GLYCTK		3p21.2	HOMDEL	1	70	1.4%	No
CD1B		1q23.1	AMP	1	70	1.4%	No
AHSA1		14q24.3	HOMDEL	1	70	1.4%	No
TFF1		21q22.3	AMP	1	70	1.4%	No
EMC2		8q23.1	AMP	1	70	1.4%	No
TYK2		19p13.2	AMP	1	70	1.4%	Yes
SFT2D2		1q24.2	AMP	1	70	1.4%	No
PTGER4		5p13.1	AMP	5	70	7.1%	No
SNORD114-5		14q32.31	HOMDEL	1	70	1.4%	No
KAT2A		17q21.2	HOMDEL	1	70	1.4%	No
IRS1		2q36.3	HOMDEL	1	70	1.4%	Yes
MAPK9		5q35.3	AMP	1	70	1.4%	No
PPFIBP1		12p11.23-p11.22	AMP	1	70	1.4%	Yes
CACTIN-AS1		19p13.3	HOMDEL	2	70	2.9%	No
ZXDC		3q21.3	AMP	3	70	4.3%	No
BCORL1		Xq26.1	AMP	1	70	1.4%	Yes
LINC02325		14q32.2	HOMDEL	1	70	1.4%	No
EXT2		11p11.2	HOMDEL	1	70	1.4%	Yes
CD1C		1q23.1	AMP	1	70	1.4%	No
DNLZ		9q34.3	HOMDEL	2	70	2.9%	No
TFF2		21q22.3	AMP	1	70	1.4%	No
GPC6		13q31.3-q32.1	HOMDEL	1	70	1.4%	No
DDX39A		19p13.12	HOMDEL	1	70	1.4%	No
LRP5L		22q11.23	HOMDEL	1	70	1.4%	No
RNF25		2q35	HOMDEL	2	70	2.9%	No
LRRC8E		19p13.2	HOMDEL	1	70	1.4%	No
MSRA		8p23.1	HOMDEL	1	70	1.4%	No
LINC02069		3q27.1	AMP	8	70	11.4%	No
C5ORF67		5q11.2	HOMDEL	1	70	1.4%	No
BHLHE41		12p12.1	AMP	2	70	2.9%	No
CRYGS		3q27.3	AMP	8	70	11.4%	No
CD1D		1q23.1	AMP	1	70	1.4%	No
KLRD1		12p13.2	AMP	1	70	1.4%	No
TFF3		21q22.3	AMP	1	70	1.4%	No
LTC4S		5q35.3	AMP	1	70	1.4%	No
ZBTB42		14q32.33	HOMDEL	1	70	1.4%	No
TYR		11q14.3	AMP	2	70	2.9%	No
GPATCH2L		14q24.3	HOMDEL	1	70	1.4%	No
KRT27		17q21.2	HOMDEL	2	70	2.9%	No
CHMP1A		16q24.3	HOMDEL	1	70	1.4%	No
IDH1-AS1		2q34	HOMDEL	1	70	1.4%	No
LINC00626		1q24.2	AMP	1	70	1.4%	No
KANSL1L		2q34	HOMDEL	2	70	2.9%	No
CAMKV		3p21.31	HOMDEL	1	70	1.4%	No
RHOBTB2		8p21.3	HOMDEL	1	70	1.4%	No
CNTN5		11q22.1	AMP	5	70	7.1%	No
KLRC3		12p13.2	AMP	1	70	1.4%	No
GAGE12J		Xp11.23	AMP	2	70	2.9%	No
LTBR		12p13.31	AMP	2	70	2.9%	No
ANKRD33B		5p15.2	AMP	4	70	5.7%	No
SULT1E1		4q13.3	HOMDEL	1	70	1.4%	No
OR10K1		1q23.1	AMP	1	70	1.4%	No
FGF7		15q21.2	HOMDEL	2	70	2.9%	No
TPI1		12p13.31	AMP	1	70	1.4%	No
FCRL2		1q23.1	AMP	1	70	1.4%	No
CD1E		1q23.1	AMP	1	70	1.4%	No
MCPH1		8p23.1	HOMDEL	1	70	1.4%	No
USP17L24		4p16.1	HOMDEL	1	70	1.4%	No
ADAMTSL4-AS1		1q21.2	AMP	1	70	1.4%	No
TMEM182		2q12.1	AMP	2	70	2.9%	No
OR4F13P		15q26.3	AMP	1	70	1.4%	No
TAF1D		11q21	AMP	2	70	2.9%	No
GNL3		3p21.1	HOMDEL	1	70	1.4%	No
ARHGEF3-AS1		3p14.3	HOMDEL	2	70	2.9%	No
GLIS2		16p13.3	AMP	1	70	1.4%	No
FUT6		19p13.3	HOMDEL	2	70	2.9%	No
SNORD114-24		14q32.31	HOMDEL	1	70	1.4%	No
TPM4		19p13.12-p13.11	HOMDEL	1	70	1.4%	Yes
ZDHHC15		Xq13.3	AMP	1	70	1.4%	No
SLC30A8		8q24.11	AMP	1	70	1.4%	No
LINC02288		14q24.3	AMP	1	70	1.4%	No
LTBP3		11q13.1	AMP	1	70	1.4%	No
KLRC2		12p13.2	AMP	1	70	1.4%	No
DUOXA1		15q21.1	HOMDEL	2	70	2.9%	No
C2ORF80		2q33.3	HOMDEL	2	70	2.9%	No
HTR2A		13q14.2	HOMDEL	3	70	4.3%	No
UQCC1		20q11.22	AMP	1	70	1.4%	No
A4GALT		22q13.2	AMP	2	70	2.9%	No
KRT42P		17q21.2	HOMDEL	2	70	2.9%	No
RAPGEF1		9q34.13	AMP	1	70	1.4%	No
TTLL2		6q27	HOMDEL	1	70	1.4%	No
LRRK2		12q12	AMP	1	70	1.4%	Yes
PLEKHJ1		19p13.3	AMP	1	70	1.4%	No
GATA1		Xp11.23	AMP	2	70	2.9%	Yes
FAM72C		1q21.1	AMP	1	70	1.4%	No
DEFB4A		8p23.1	HOMDEL	1	70	1.4%	No
FARP2		2q37.3	HOMDEL	2	70	2.9%	No
ANKRD9		14q32.31	AMP	1	70	1.4%	No
CRYGC		2q33.3	HOMDEL	2	70	2.9%	No
PDCL3P4		3q12.3	AMP	3	70	4.3%	No
THOP1		19p13.3	HOMDEL	2	70	2.9%	No
BCAR1		16q23.1	AMP	1	70	1.4%	No
KLRC1		12p13	AMP	1	70	1.4%	No
ARPP19		15q21.2	HOMDEL	2	70	2.9%	No
SPANXN3		Xq27.3	HOMDEL	1	70	1.4%	No
SLITRK4		Xq27.3	AMP	2	70	2.9%	No
MXD3		5q35.3	AMP	1	70	1.4%	No
TRAM2		6p12.2	AMP	1	70	1.4%	No
MEG8		14q32.31	AMP	1	70	1.4%	No
SNORD114-16		14q32.31	HOMDEL	1	70	1.4%	No
LINC00608		2q35	HOMDEL	2	70	2.9%	No
OR10K2		1q23.1	AMP	1	70	1.4%	No
LINC01014		3q26.32	AMP	8	70	11.4%	No
MAP2K3		17p11.2	AMP	1	70	1.4%	No
MAGOHB		12p13.2	AMP	1	70	1.4%	No
KIRREL1		1q23.1	AMP	1	70	1.4%	No
ZRSR2		Xp22.2	AMP	2	70	2.9%	Yes
GATA2		3q21.3	AMP	3	70	4.3%	Yes
OR1A2		17p13.3	HOMDEL	1	70	1.4%	No
LINC02091		17p13.3	HOMDEL	1	70	1.4%	No
RPL36		19p13.3	HOMDEL	2	70	2.9%	No
ITFG2-AS1		12p13.33	AMP	1	70	1.4%	No
CYP2B7P		19q13.2	AMP	1	70	1.4%	No
RAG2		11p12	HOMDEL	1	70	1.4%	No
RPL23AP64		11q23.3	HOMDEL	1	70	1.4%	No
KLRB1		12p13.31	AMP	1	70	1.4%	No
TFRC		3q29	AMP	9	70	12.9%	Yes
SEMA4B		15q26.1	AMP	1	70	1.4%	No
PEAR1		1q23.1	AMP	1	70	1.4%	No
SLC4A3		2q35	HOMDEL	2	70	2.9%	No
TNFAIP8L3		15q21.2	HOMDEL	2	70	2.9%	No
ZNF625-ZNF20		19p13.2	AMP	1	70	1.4%	No
IER2		19p13.13	HOMDEL	1	70	1.4%	No
ADAM2		8p11.22	HOMDEL	1	70	1.4%	No
MRFAP1		4p16.1	HOMDEL	1	70	1.4%	No
UBE2F-SCLY		2q37.3	HOMDEL	3	70	4.3%	No
INSL4		9p24.1	HOMDEL	1	70	1.4%	No
CARF		2q33.2	HOMDEL	3	70	4.3%	No
DSCR4		21q22.13	AMP	1	70	1.4%	No
MAGEB17		Xp22.2	AMP	2	70	2.9%	No
CDCA3		12p13.31	AMP	1	70	1.4%	No
TG		8q24.22	AMP	1	70	1.4%	No
RIMS2		8q22.3	AMP	1	70	1.4%	No
SMCP		1q21.3	AMP	1	70	1.4%	No
MAP2K6		17q24.3	AMP	1	70	1.4%	No
ZC3H13		13q14.13	HOMDEL	3	70	4.3%	No
SP140L		2q37.1	HOMDEL	1	70	1.4%	No
KLF7		2q33.3	HOMDEL	3	70	4.3%	No
KRTAP4-6		17q21.2	HOMDEL	2	70	2.9%	No
DRD5		4p16.1	HOMDEL	1	70	1.4%	No
TFAP2D		6p12.3	HOMDEL	1	70	1.4%	No
UHRF2		9p24.1	AMP	1	70	1.4%	No
ALG11		13q14.3	HOMDEL	2	70	2.9%	No
HRK		12q24.22	AMP	1	70	1.4%	No
NETO1		18q22.3	HOMDEL	1	70	1.4%	No
SHF		15q21.1	HOMDEL	2	70	2.9%	No
GCHFR		15q15.1	HOMDEL	2	70	2.9%	No
DSEL-AS1		18q22.1	HOMDEL	1	70	1.4%	No
CHAF1A		19p13.3	HOMDEL	2	70	2.9%	No
OTOS		2q37.3	HOMDEL	2	70	2.9%	No
DIO3		14q32.31	HOMDEL	2	70	2.9%	No
TOMM20		1q42.3	AMP	1	70	1.4%	No
SLC9A7		Xp11.3	AMP	2	70	2.9%	No
CHADL		22q13.2	AMP	1	70	1.4%	No
YDJC		22q11.21	AMP	1	70	1.4%	No
FIRRE		Xq26.2	AMP	1	70	1.4%	No
LINC01535		19q13.12	AMP	1	70	1.4%	No
NOXA1		9q34.3	HOMDEL	1	70	1.4%	No
SPRNP1		10q26.3	HOMDEL	3	70	4.3%	No
CEACAM4		19q13.2	AMP	2	70	2.9%	No
ACRV1		11q24.2	HOMDEL	1	70	1.4%	No
PPP2R3B		Xp22.3 and Yp11.3	AMP	1	70	1.4%	No
NSG1		4p16.3	HOMDEL	1	70	1.4%	No
NKX1-1		4p16.3	HOMDEL	1	70	1.4%	No
C20ORF144		20q11.22	AMP	1	70	1.4%	No
DNM1L		12p11.21	AMP	1	70	1.4%	No
TEX50		1q25.1	AMP	1	70	1.4%	No
MEI4		6q14.1	AMP	1	70	1.4%	No
FKBP4		12p13.33	AMP	1	70	1.4%	No
CD247		1q24.2	AMP	1	70	1.4%	No
SNORD82		2q37.1	HOMDEL	2	70	2.9%	No
SPATC1L		21q22.3	HOMDEL	1	70	1.4%	No
ITFG2		12p13.33	AMP	1	70	1.4%	No
B3GNT8		19q13.2	AMP	2	70	2.9%	No
GIGYF2		2q37.1	HOMDEL	2	70	2.9%	No
CASP5		11q22.3	HOMDEL	1	70	1.4%	No
RIC1		9p24.1	HOMDEL	1	70	1.4%	No
SNORD67		11p11.2	HOMDEL	1	70	1.4%	No
H2BP1		1p11.2	AMP	1	70	1.4%	No
ITLN2		1q23.3	AMP	1	70	1.4%	No
SEC61G-DT		7p11.2	AMP	2	70	2.9%	No
KANK2		19p13.2	HOMDEL	1	70	1.4%	No
TP53INP2		20q11.22	AMP	1	70	1.4%	No
TSNARE1		8q24.3	AMP	1	70	1.4%	No
NUBP1		16p13.13	AMP	1	70	1.4%	No
PCDH11X		Xq21.31	HOMDEL	1	70	1.4%	No
BSG		19p13.3	HOMDEL	3	70	4.3%	No
SLC6A14		Xq23	AMP	1	70	1.4%	No
LINC00558		13q14.3	HOMDEL	2	70	2.9%	No
MSANTD1		4p16.3	HOMDEL	1	70	1.4%	No
FRG2EP		20q11.1	HOMDEL	1	70	1.4%	No
CAPN3		15q15.1	HOMDEL	2	70	2.9%	No
LINC00942		12p13.33	AMP	1	70	1.4%	No
HTR1B		6q14.1	AMP	1	70	1.4%	No
TMEM185A		Xq28	AMP	2	70	2.9%	No
RBM8A		1q21.1	AMP	1	70	1.4%	No
EXOSC5		19q13.2	AMP	2	70	2.9%	No
TC2N		14q32.12	HOMDEL	1	70	1.4%	No
SHD		19p13.3	HOMDEL	2	70	2.9%	No
UNC93A		6q27	HOMDEL	1	70	1.4%	No
RAD21		8q24.11	AMP	1	70	1.4%	Yes
TNK2		3q29	AMP	9	70	12.9%	No
FAM78A		9q34.13	AMP	1	70	1.4%	No
CEACAM7		19q13.2	AMP	2	70	2.9%	No
CLEC18A		16q22.1	AMP	1	70	1.4%	No
NLRX1		11q23.3	HOMDEL	1	70	1.4%	No
ODAD3		19p13.2	AMP	1	70	1.4%	No
SERF2		15q15.3	HOMDEL	2	70	2.9%	No
SRPRB		3q22.1	AMP	3	70	4.3%	No
DACH1		13q21.33	HOMDEL	2	70	2.9%	No
F5		1q24.2	AMP	1	70	1.4%	No
CHMP4B		20q11.22	AMP	1	70	1.4%	No
RUVBL1		3q21.3	AMP	3	70	4.3%	No
C11ORF54		11q21	AMP	3	70	4.3%	No
ABCC5		3q27.1	AMP	8	70	11.4%	No
PEX11G		19p13.2	AMP	1	70	1.4%	No
FKBP2		11q13.1	AMP	1	70	1.4%	No
SLC11A1		2q35	HOMDEL	2	70	2.9%	No
SOCS6		18q22.2	HOMDEL	1	70	1.4%	No
OR4B1		11p11.2	HOMDEL	1	70	1.4%	No
FAR2		12p11.22	AMP	1	70	1.4%	No
SCYL3		1q24.2	AMP	1	70	1.4%	No
TERLR1		5p15.33	HOMDEL	1	70	1.4%	No
DEF8		16q24.3	HOMDEL	1	70	1.4%	No
NTF3		12p13.31	AMP	1	70	1.4%	No
PRM2		16p13.13	AMP	1	70	1.4%	No
ABRA		8q23.1	AMP	1	70	1.4%	No
CEACAM8		19q13.2	AMP	2	70	2.9%	No
CYP4F8		19p13.12	HOMDEL	1	70	1.4%	No
ENOPH1		4q21.22	AMP	1	70	1.4%	No
AMN		14q32.32	AMP	1	70	1.4%	No
LEO1		15q21.2	HOMDEL	2	70	2.9%	No
APBA3		19p13.3	HOMDEL	2	70	2.9%	No
SYCP2L		6p24.2	HOMDEL	1	70	1.4%	No
ZFR		5p13.3	AMP	5	70	7.1%	No
SERPINA10		14q32.13	HOMDEL	1	70	1.4%	No
ITPR2		12p11.23	AMP	2	70	2.9%	No
CEACAM6		19q13.2	AMP	2	70	2.9%	No
SPATA46		1q23.3	AMP	1	70	1.4%	No
ZNF433		19p13.2	AMP	1	70	1.4%	No
XGY2		Yp11.2	AMP	1	70	1.4%	No
IFI27L1		14q32.12	AMP	1	70	1.4%	No
C6ORF118		6q27	HOMDEL	1	70	1.4%	No
RPL31P11		1q23.3	AMP	1	70	1.4%	No
CLMP		11q24.1	HOMDEL	1	70	1.4%	No
CFAP47		Xp21.1	AMP	1	70	1.4%	No
PTCHD4		6p12.3	HOMDEL	1	70	1.4%	No
ZNF440		19p13.2	HOMDEL	1	70	1.4%	No
SNX19		11q24.3-q25	HOMDEL	1	70	1.4%	No
RUFY1		5q35.3	AMP	1	70	1.4%	No
LIPM		10q23.31	HOMDEL	1	70	1.4%	No
VWA5A		11q24.2	HOMDEL	1	70	1.4%	No
MON1B		16q23.1	AMP	1	70	1.4%	No
FZD4-DT		11q14.2	AMP	2	70	2.9%	No
DEFB106A		8p23.1	HOMDEL	1	70	1.4%	No
HYLS1		11q24.2	HOMDEL	1	70	1.4%	No
BPIFA3		20q11.21	AMP	1	70	1.4%	No
PKD1P1		16p13.11	AMP	1	70	1.4%	No
TIGD1		2q37.1	HOMDEL	2	70	2.9%	No
ALKBH3-AS1		11p11.2	AMP	1	70	1.4%	No
ZNF571-AS1		19q13.12	AMP	1	70	1.4%	No
MCTS2		20q11.21	AMP	2	70	2.9%	No
ZNF812P		19p13.2	HOMDEL	1	70	1.4%	No
VSTM2A		7p11.2	AMP	2	70	2.9%	No
EOLA2		Xq28	HOMDEL	1	70	1.4%	No
SOD2-OT1		6q25.3	HOMDEL	1	70	1.4%	No
NADK2		5p13.2	AMP	5	70	7.1%	No
MDH1B		2q33.3	HOMDEL	3	70	4.3%	No
RPS15		19p13.3	HOMDEL	3	70	4.3%	No
CD160		1q21.1	AMP	1	70	1.4%	No
FILIP1L		3q12.1	AMP	2	70	2.9%	No
APOA1		11q23.3	HOMDEL	1	70	1.4%	No
DSCR8		21q22.13	AMP	1	70	1.4%	No
IGF1R		15q26.3	AMP	1	70	1.4%	Yes
FKBP1AP1		19q13.43	AMP	1	70	1.4%	No
RANBP6		9p24.1	HOMDEL	1	70	1.4%	No
SPNS3		17p13.2	HOMDEL	1	70	1.4%	No
PLGRKT		9p24.1	AMP	2	70	2.9%	No
TRAF3		14q32.32	AMP	1	70	1.4%	Yes
MACROD2-IT1		20p12.1	HOMDEL	1	70	1.4%	No
RAB11B-AS1		19p13.2	AMP	1	70	1.4%	No
ADCK1		14q24.3	AMP	1	70	1.4%	No
SNORD114-13		14q32.31	HOMDEL	1	70	1.4%	No
NCAM1		11q23.2	HOMDEL	1	70	1.4%	No
RTL6		22q13.31	HOMDEL	1	70	1.4%	No
KRTAP9-7		17q21.2	HOMDEL	2	70	2.9%	No
PCBP4		3p21.2	HOMDEL	1	70	1.4%	No
OR4S1		11p11.2	HOMDEL	1	70	1.4%	No
FAM53B		10q26.13	HOMDEL	1	70	1.4%	No
CRISP3		6p12.3	HOMDEL	1	70	1.4%	No
BMERB1		16p13.11	AMP	1	70	1.4%	No
NKX2-1-AS1		14q13.3	AMP	2	70	2.9%	No
MSANTD2		11q24.2	HOMDEL	1	70	1.4%	No
TYRO3		15q15.1	HOMDEL	2	70	2.9%	Yes
SEC14L4		22q12.2	AMP	1	70	1.4%	No
CEACAM3		19q13.2	AMP	2	70	2.9%	No
JMJD7-PLA2G4B		15q15.1	HOMDEL	2	70	2.9%	No
LINC00473		6q27	HOMDEL	1	70	1.4%	No
SETD3		14q32.2	AMP	1	70	1.4%	Yes
GSTA7P		6p12.2	AMP	1	70	1.4%	No
LINC00242		6q27	AMP	1	70	1.4%	No
MRPL40		22q11.21	AMP	1	70	1.4%	No
ASGR2		17p13.1	AMP	1	70	1.4%	No
ADAMTS9-AS1		3p14.1	HOMDEL	1	70	1.4%	No
LINC02873		11q24.3	HOMDEL	1	70	1.4%	No
UGT3A1		5p13.2	AMP	5	70	7.1%	No
GRM7-AS3		3p26.1	HOMDEL	1	70	1.4%	No
KRT24		17q21.2	HOMDEL	2	70	2.9%	No
PPIAL4D		1q21.1	AMP	1	70	1.4%	No
CT83		Xq23	AMP	1	70	1.4%	No
ACTL9		19p13.2	HOMDEL	1	70	1.4%	No
RPL22L1		3q26.2	AMP	10	70	14.3%	No
HCFC1-AS1		Xq28	AMP	2	70	2.9%	No
ENSA		1q21.3	AMP	1	70	1.4%	No
NELFB		9q34.3	HOMDEL	1	70	1.4%	No
RNF213-AS1		17q25.3	HOMDEL	1	70	1.4%	No
KALRN		3q21.1-q21.2	AMP	3	70	4.3%	No
COPS7A		12p13.31	AMP	1	70	1.4%	No
FAM156B		Xp11.22	AMP	1	70	1.4%	No
ADGRF2		6p12.3	HOMDEL	1	70	1.4%	No
HNRNPA1L2		13q14.3	HOMDEL	2	70	2.9%	No
SREBF2		22q13.2	HOMDEL	1	70	1.4%	No
ACAD9		3q21.3	AMP	3	70	4.3%	No
OR1A1		17p13.3	HOMDEL	1	70	1.4%	No
ZDBF2		2q33.3	HOMDEL	3	70	4.3%	No
ASIP		20q11.22	AMP	2	70	2.9%	No
PCOLCE2		3q23	AMP	2	70	2.9%	No
TTC38		22q13.31	HOMDEL	1	70	1.4%	No
LINC02864		18q22.3	HOMDEL	1	70	1.4%	No
TBX19		1q24.2	AMP	1	70	1.4%	No
PLEKHO1		1q21.2	AMP	1	70	1.4%	No
VMA21		Xq28	AMP	2	70	2.9%	No
NPIPA3		16p13.11	AMP	1	70	1.4%	No
TM4SF1-AS1		3q25.1	AMP	4	70	5.7%	No
LRRC27		10q26.3	HOMDEL	1	70	1.4%	No
PNLDC1		6q25.3	HOMDEL	1	70	1.4%	No
ANKRD55		5q11.2	AMP	1	70	1.4%	No
TNS4		17q21.2	HOMDEL	2	70	2.9%	No
NDUFB1		14q31.3	HOMDEL	1	70	1.4%	No
TUBB4B		9q34.3	HOMDEL	1	70	1.4%	No
GNG12		1p31.3	AMP	1	70	1.4%	No
KANK3		19p13.2	HOMDEL	1	70	1.4%	No
CT47A1		Xq24	AMP	1	70	1.4%	No
GNA13		17q24.1	AMP	1	70	1.4%	Yes
PNPLA5		22q13.31	HOMDEL	1	70	1.4%	No
PALM3		19p13.12	HOMDEL	1	70	1.4%	No
BHLHE40-AS1		3p26.1	HOMDEL	1	70	1.4%	No
SRPRA		11q24.2	HOMDEL	1	70	1.4%	No
USP17L17		4p16.1	HOMDEL	1	70	1.4%	No
SRPK3		Xq28	AMP	2	70	2.9%	No
GPR146		7p22.3	AMP	1	70	1.4%	No
HELZ		17q24.2	AMP	1	70	1.4%	No
RBFOX3		17q25.3	HOMDEL	1	70	1.4%	No
CLRN1		3q25.1	AMP	4	70	5.7%	No
MRPL38		17q25.1	AMP	4	70	5.7%	No
HHIPL1		14q32.2	HOMDEL	1	70	1.4%	No
FOLH1		11p11.12	HOMDEL	1	70	1.4%	No
TASL		Xp21.2	AMP	2	70	2.9%	No
CCDC50		3q28	AMP	8	70	11.4%	No
PLCXD2		3q13.2	AMP	2	70	2.9%	No
LIPF		10q23.31	HOMDEL	1	70	1.4%	No
SLIT3-AS1		5q35.1	AMP	1	70	1.4%	No
ZNF558		19p13.2	HOMDEL	1	70	1.4%	No
TMEM14A		6p12.2	AMP	1	70	1.4%	No
GPAA1		8q24.3	AMP	1	70	1.4%	No
CDKL2		4q21.1	AMP	1	70	1.4%	No
AACSP1		5q35.3	AMP	1	70	1.4%	No
SLAIN1		13q22.3	HOMDEL	1	70	1.4%	No
SCNN1A		12p13	AMP	2	70	2.9%	No
TRPM2-AS		21q22.3	AMP	1	70	1.4%	No
MRPL36		5p15.33	AMP	3	70	4.3%	No
HTR2C		Xq23	AMP	1	70	1.4%	No
ZNF564		19p13.2	AMP	1	70	1.4%	No
MROH2B		5p13.1	AMP	5	70	7.1%	No
PYDC2		3q28	AMP	8	70	11.4%	No
RAB30-DT		11q14.1	AMP	2	70	2.9%	No
NOL7		6p23	HOMDEL	2	70	2.9%	No
JAKMIP1		4p16.1	HOMDEL	1	70	1.4%	No
TMF1		3p14.1	HOMDEL	1	70	1.4%	No
PRPF4B		6p25.2	HOMDEL	1	70	1.4%	No
CLASRP		19q13.32	AMP	3	70	4.3%	No
POMK		8p11.21	AMP	1	70	1.4%	No
NSDHL		Xq28	AMP	2	70	2.9%	No
GCLC		6p12.1	HOMDEL	1	70	1.4%	No
NEK11		3q22.1	AMP	3	70	4.3%	No
F9		Xq27.1	AMP	2	70	2.9%	No
SAMM50		22q13.31	HOMDEL	1	70	1.4%	No
ZNF709		19p13.2	AMP	1	70	1.4%	No
PRSS57		19p13.3	HOMDEL	3	70	4.3%	No
GMPPB		3p21.31	HOMDEL	1	70	1.4%	No
LIFR-AS1		5p13.1	AMP	5	70	7.1%	No
KDM6A		Xp11.3	AMP	1	70	1.4%	Yes
SF1		11q13.1	AMP	1	70	1.4%	No
CENPQ		6p12.3	HOMDEL	1	70	1.4%	No
MYEF2		15q21.1	HOMDEL	2	70	2.9%	No
API5		11p12	HOMDEL	1	70	1.4%	No
LEMD3		12q14.3	AMP	1	70	1.4%	No
EXOSC4		8q24.3	AMP	1	70	1.4%	No
MIR17HG		13q31.3	HOMDEL	1	70	1.4%	No
MIR31HG		9p21.3	HOMDEL	1	70	1.4%	No
ASMT		Xp22.3 and Yp11.3	AMP	1	70	1.4%	No
C1GALT1C1		Xq24	AMP	1	70	1.4%	No
S1PR5		19p13.2	HOMDEL	1	70	1.4%	No
PROCR		20q11.22	AMP	1	70	1.4%	No
ENO2		12p13.31	AMP	1	70	1.4%	No
RAPGEF3		12q13.11	AMP	1	70	1.4%	No
RTN4R		22q11.21	AMP	1	70	1.4%	No
OLFM2		19p13.2	HOMDEL	1	70	1.4%	No
ERCC8		5q12.1	HOMDEL	1	70	1.4%	No
ADIPOQ-AS1		3q27.3	AMP	8	70	11.4%	No
OSM		22q12.2	AMP	1	70	1.4%	No
WDR59		16q23.1	AMP	1	70	1.4%	No
SGTA		19p13.3	HOMDEL	2	70	2.9%	No
TLR9		3p21.2	HOMDEL	1	70	1.4%	No
GRK3		22q12.1	HOMDEL	1	70	1.4%	No
HMGCLL1		6p12.1	AMP	1	70	1.4%	No
CDCA2		8p21.2	HOMDEL	1	70	1.4%	No
HDC		15q21.2	HOMDEL	2	70	2.9%	No
WWC3		Xp22.2	AMP	2	70	2.9%	No
CDON		11q24.2	HOMDEL	1	70	1.4%	No
SLC50A1		1q22	AMP	1	70	1.4%	No
FBN1		15q21.1	HOMDEL	2	70	2.9%	No
ANXA3		4q21.21	AMP	1	70	1.4%	No
WASHC1		9p24.3	HOMDEL	1	70	1.4%	No
OTC		Xp11.4	AMP	1	70	1.4%	No
ZFP36		19q13.2	AMP	4	70	5.7%	No
RFX8		2q11.2	AMP	2	70	2.9%	No
TMEM141		9q34.3	HOMDEL	1	70	1.4%	No
RIMBP3C		22q11.21	AMP	1	70	1.4%	No
C19ORF38		19p13.2	HOMDEL	1	70	1.4%	No
GNB5		15q21.2	HOMDEL	2	70	2.9%	No
FTSJ3		17q23.3	AMP	1	70	1.4%	No
UBE2Q2L		15q25.2	HOMDEL	1	70	1.4%	No
C3		19p13.3	HOMDEL	2	70	2.9%	No
ABCA5		17q24.3	AMP	1	70	1.4%	No
PIGZ		3q29	AMP	9	70	12.9%	No
PIGU		20q11.22	AMP	1	70	1.4%	No
MTRR		5p15.31	AMP	4	70	5.7%	No
LINC01624		6q27	AMP	1	70	1.4%	No
F8		Xq28	AMP	2	70	2.9%	No
SNORD113-9		14q32.31	HOMDEL	1	70	1.4%	No
BRWD1-AS1		21q22.2	AMP	1	70	1.4%	No
EAF2		3q13.33	AMP	3	70	4.3%	No
P2RY14		3q25.1	AMP	4	70	5.7%	No
CXCR2P1		2q35	HOMDEL	2	70	2.9%	No
DNAJB7		22q13.2	AMP	1	70	1.4%	No
