Gene	Gistic(Q-value)	Cytoband	CNA	Profiled Samples	#	Freq	Is Cancer Gene (source: OncoKB)
NXPH1		7p21.3	AMP	1	8	12.5%	No
SKIL		3q26.2	AMP	1	8	12.5%	No
KRTAP1-3		17q21.2	AMP	1	8	12.5%	No
NDUFB4		3q13.33	AMP	1	8	12.5%	No
RPP21		6p22.1	AMP	1	8	12.5%	No
ZBED2		3q13.13	AMP	1	8	12.5%	No
FBXO40		3q13.33	AMP	1	8	12.5%	No
HOXA13		7p15.2	AMP	1	8	12.5%	Yes
LINC01603		8q13.2	AMP	1	8	12.5%	No
SNORD116-24		15q11.2	HOMDEL	1	8	12.5%	No
LINC02035		3q21.1	AMP	1	8	12.5%	No
LINC00917		16q24.1	HOMDEL	1	8	12.5%	No
FYB1		5p13.1	AMP	1	8	12.5%	No
MCF2L2		3q27.1	AMP	1	8	12.5%	No
CDS2		20p12.3	AMP	1	8	12.5%	No
EIF2B5		3q27.1	AMP	1	8	12.5%	No
GRK7		3q23	AMP	1	8	12.5%	No
GABRR3		3q11.2	AMP	1	8	12.5%	No
OPA1		3q29	AMP	1	8	12.5%	No
NEU1		6p21.33	AMP	1	8	12.5%	No
SNORD93		7p15.3	AMP	1	8	12.5%	No
STAC2		17q12	AMP	1	8	12.5%	No
POLQ		3q13.33	AMP	1	8	12.5%	Yes
LINC00887		3q29	AMP	1	8	12.5%	No
TMEM44-AS1		3q29	AMP	1	8	12.5%	No
LINC01722		20p12.1	AMP	1	8	12.5%	No
ACTL10		20q11.22	AMP	1	8	12.5%	No
SKIV2L		6p21.33	AMP	1	8	12.5%	No
HTR3C		3q27.1	AMP	1	8	12.5%	No
CHGB		20p12.3	AMP	1	8	12.5%	No
GOLGA8DP		15q11.2	HOMDEL	1	8	12.5%	No
SNORD116-10		15q11.2	AMP	1	8	12.5%	No
OR5H14		3q11.2	AMP	1	8	12.5%	No
LRFN3		19q13.12	AMP	2	8	25.0%	No
KRTAP9-8		17q21.2	AMP	1	8	12.5%	No
HES4		1p36.33	HOMDEL	1	8	12.5%	No
H2AZ2		7p13	AMP	1	8	12.5%	No
YEATS2		3q27.1	AMP	1	8	12.5%	No
ZPLD1		3q12.3	AMP	1	8	12.5%	No
LINC01005		7q11.21	AMP	1	8	12.5%	No
DPY19L1P1		7p14.3	AMP	1	8	12.5%	No
LINC01723		20p12.1	AMP	1	8	12.5%	No
IKZF2		2q34	HOMDEL	1	8	12.5%	Yes
FAM187B		19q13.12	AMP	2	8	25.0%	No
PHF2		9q22.31	AMP	1	8	12.5%	No
CIBAR2		16q24.1	HOMDEL	1	8	12.5%	No
ARMC8		3q22.3	AMP	1	8	12.5%	No
RP9		7p14.3	AMP	1	8	12.5%	No
ANLN		7p14.2	AMP	1	8	12.5%	No
PRR3		6p21.33	AMP	1	8	12.5%	No
ELFN1		7p22.3	AMP	1	8	12.5%	No
DFFB		1p36.32	HOMDEL	1	8	12.5%	No
ALDH1L1-AS2		3q21.3	AMP	1	8	12.5%	No
POTEB3		15q11.2	HOMDEL	1	8	12.5%	No
CRPPA		7p21.2	AMP	1	8	12.5%	No
BCL6		3q27.3	AMP	1	8	12.5%	Yes
TMCC1-DT		3q22.1	AMP	1	8	12.5%	No
MIOS-DT		7p21.3	AMP	1	8	12.5%	No
OR5H15		3q11.2	AMP	1	8	12.5%	No
OTOL1		3q26.1	AMP	1	8	12.5%	No
HOXA11		7p15.2	AMP	1	8	12.5%	Yes
TBC1D23		3q12.1-q12.2	AMP	1	8	12.5%	No
ARHGEF26		3q25.2	AMP	1	8	12.5%	No
KRTAP9-3		17q21.2	AMP	1	8	12.5%	No
PHKB		16q12.1	HOMDEL	1	8	12.5%	No
SNORD115-35		15q11.2	HOMDEL	1	8	12.5%	No
IQCB1		3q13.33	AMP	1	8	12.5%	No
C1QTNF7		4p15.32	HOMDEL	1	8	12.5%	No
PGAP3		17q12	AMP	1	8	12.5%	No
ZNF138		7q11.21	AMP	1	8	12.5%	No
POLR1F		7p21.1	AMP	1	8	12.5%	No
KRT14		17q21.2	AMP	1	8	12.5%	No
LINC00880		3q25.31	AMP	1	8	12.5%	No
ZBTB12		6p21.33	AMP	1	8	12.5%	No
BZW2		7p21.1	AMP	1	8	12.5%	No
RARRES1		3q25.32	AMP	1	8	12.5%	No
LINC00665		19q13.12	AMP	1	8	12.5%	No
GNL1		6p21.33	AMP	1	8	12.5%	No
SNORD115-7		15q11.2	HOMDEL	1	8	12.5%	No
SP4		7p15.3	AMP	1	8	12.5%	No
HOXA10		7p15.2	AMP	1	8	12.5%	No
TRIM14		9q22.33	AMP	1	8	12.5%	No
TMEM267		5p12	AMP	1	8	12.5%	No
UPK1B		3q13.32	AMP	1	8	12.5%	No
TNFRSF14		1p36.32	HOMDEL	1	8	12.5%	Yes
KRTAP4-5		17q21.2	AMP	1	8	12.5%	No
ZNF536		19q12	AMP	1	8	12.5%	No
SNORD116-12		15q11.2	AMP	1	8	12.5%	No
KRTAP9-6		17q21.2	AMP	1	8	12.5%	No
TMEM184A		7p22.3	AMP	1	8	12.5%	No
MMP23A		1p36.33	HOMDEL	1	8	12.5%	No
FAM120AOS		9q22.31	AMP	1	8	12.5%	No
ZNF345		19q13.12	AMP	1	8	12.5%	No
ZNF566		19q13.12	AMP	1	8	12.5%	No
MT1X		16q13	HOMDEL	1	8	12.5%	No
LY6G6C		6p21.33	AMP	1	8	12.5%	No
KRT13		17q21.2	AMP	1	8	12.5%	No
SLC45A2		5p13.2	AMP	1	8	12.5%	No
PSMB3		17q12	AMP	1	8	12.5%	No
CES5A		16q12.2	HOMDEL	1	8	12.5%	No
JCHAIN		4q13.3	HOMDEL	1	8	12.5%	No
SNORD115-1		15q11.2	AMP	1	8	12.5%	No
HOXA9		7p15.2	AMP	1	8	12.5%	Yes
IL1RAP		3q28	AMP	1	8	12.5%	No
SNORD116-11		15q11.2	AMP	1	8	12.5%	No
TAP1		6p21.32	AMP	1	8	12.5%	Yes
SLC23A2		20p13	AMP	1	8	12.5%	No
CD200R1		3q13.2	AMP	1	8	12.5%	No
LINC01214		3q25.1	AMP	1	8	12.5%	No
FAM43A		3q29	AMP	1	8	12.5%	No
ZNF546		19q13.2	AMP	1	8	12.5%	No
SLC49A4		3q21.1	AMP	1	8	12.5%	No
KRT23		17q21.2	AMP	1	8	12.5%	No
MMP9		20q13.12	AMP	1	8	12.5%	No
GOLGA8EP		15q11.2	HOMDEL	1	8	12.5%	No
LINC01206		3q26.33	AMP	1	8	12.5%	No
RRAD		16q22.1	HOMDEL	1	8	12.5%	No
TAS2R1		5p15.31	AMP	1	8	12.5%	No
LY6G5C		6p21.33	AMP	1	8	12.5%	No
MB21D2		3q29	AMP	1	8	12.5%	No
SNORD115-40		15q11.2	HOMDEL	1	8	12.5%	No
NUDT16L2P		3q22.1	AMP	1	8	12.5%	No
PTGER4		5p13.1	AMP	1	8	12.5%	No
RPN1		3q21.3	AMP	1	8	12.5%	Yes
CD40		20q13.12	AMP	1	8	12.5%	No
NFAT5		16q22.1	AMP	1	8	12.5%	No
SNORD116-14		15q11.2	AMP	1	8	12.5%	No
LINC01449		7p14.1	AMP	1	8	12.5%	No
SLC12A5		20q13.12	AMP	1	8	12.5%	No
NCEH1		3q26.31	AMP	1	8	12.5%	No
ZNF385C		17q21.2	AMP	1	8	12.5%	No
MED12L		3q25.1	AMP	1	8	12.5%	No
OSBPL11		3q21.2	AMP	1	8	12.5%	No
FERD3L		7p21.1	AMP	1	8	12.5%	No
ZXDC		3q21.3	AMP	1	8	12.5%	No
UTS2B		3q28	AMP	1	8	12.5%	No
IQCG		3q29	AMP	1	8	12.5%	No
FAM220A		7p22.1	AMP	1	8	12.5%	No
ELMO2		20q13.12	AMP	1	8	12.5%	No
WDR87BP		19q13.13	AMP	1	8	12.5%	No
C3ORF33		3q25.31	AMP	1	8	12.5%	No
NMNAT3		3q23	AMP	1	8	12.5%	No
TTC14		3q26.33	AMP	1	8	12.5%	No
INTS1		7p22.3	AMP	1	8	12.5%	No
PALS2		7p15.3	AMP	1	8	12.5%	No
SNORD115-15		15q11.2	HOMDEL	1	8	12.5%	No
CAPNS1		19q13.12	AMP	1	8	12.5%	No
SNORD116-13		15q11.2	AMP	1	8	12.5%	No
LINC02069		3q27.1	AMP	1	8	12.5%	No
STX19		3q11.2	AMP	1	8	12.5%	No
PIK3R4		3q22.1	AMP	1	8	12.5%	No
PIK3CA		3q26.32	AMP	1	8	12.5%	Yes
ALG3		3q27.1	AMP	1	8	12.5%	No
SRD5A1		5p15.31	AMP	1	8	12.5%	No
CRYGS		3q27.3	AMP	1	8	12.5%	No
NRG1-IT3		8p12	AMP	1	8	12.5%	No
SLC12A7		5p15.33	AMP	1	8	12.5%	No
SNORD116-16		15q11.2	AMP	1	8	12.5%	No
MRPL20-AS1		1p36.33	HOMDEL	1	8	12.5%	No
LINC00635		3q13.12	AMP	1	8	12.5%	No
STAU2		8q21.11	AMP	1	8	12.5%	No
SPSB4		3q23	AMP	1	8	12.5%	No
ZNF599		19q13.11	AMP	2	8	25.0%	No
TMEM248		7q11.21	AMP	1	8	12.5%	No
SENP7		3q12.3	AMP	1	8	12.5%	No
LINC00838		10p11.22	HOMDEL	1	8	12.5%	No
LINC01260		20q13.12	AMP	1	8	12.5%	No
EPPIN		20q13.12	AMP	1	8	12.5%	No
SNORD115-25		15q11.2	HOMDEL	1	8	12.5%	No
C7ORF50		7p22.3	AMP	1	8	12.5%	No
C5ORF49		5p15.31	AMP	1	8	12.5%	No
GPR149		3q25.2	AMP	1	8	12.5%	No
PIK3CB		3q22.3	AMP	1	8	12.5%	Yes
KRT27		17q21.2	AMP	1	8	12.5%	No
PRDM16-DT		1p36.32	HOMDEL	1	8	12.5%	No
ANKRD33B		5p15.2	AMP	1	8	12.5%	No
GGCT		7p14.3	AMP	1	8	12.5%	No
KRTAP17-1		17q21.2	AMP	1	8	12.5%	No
NRROS		3q29	AMP	1	8	12.5%	No
SNORD116-20		15q11.2	HOMDEL	1	8	12.5%	No
MAP1LC3B		16q24.2	HOMDEL	1	8	12.5%	No
SNORD116-15		15q11.2	AMP	1	8	12.5%	No
SPTSSB		3q26.1	AMP	1	8	12.5%	No
PARP15		3q21.1	AMP	1	8	12.5%	No
SUMF1		3p26.1	HOMDEL	1	8	12.5%	No
TMEM30CP		3q12.1	AMP	1	8	12.5%	No
TFAMP1		7p22.3	AMP	1	8	12.5%	No
LINC01801		19q13.11	AMP	2	8	25.0%	No
LINC03006		7q11.21	AMP	1	8	12.5%	No
MRPL45		17q12	AMP	1	8	12.5%	No
AADACL2		3q25.1	AMP	1	8	12.5%	No
ANKRD65		1p36.33	HOMDEL	1	8	12.5%	No
CFAP100		3q21.3	AMP	1	8	12.5%	No
LFNG		7p22.3	AMP	1	8	12.5%	No
PXMP4		20q11.22	AMP	1	8	12.5%	No
UQCRFS1		19q12	AMP	1	8	12.5%	No
BAG6		6p21.33	AMP	1	8	12.5%	No
LINC01209		3q26.32	AMP	1	8	12.5%	No
NLGN1		3q26.31	AMP	1	8	12.5%	No
EIPR1		2p25.3	HOMDEL	1	8	12.5%	No
KY		3q22.2	AMP	1	8	12.5%	No
ZNRF2		7p14.3	AMP	1	8	12.5%	No
AEBP1		7p13	AMP	1	8	12.5%	No
PSMG3-AS1		7p22.3	AMP	1	8	12.5%	No
ZNF131		5p12	AMP	1	8	12.5%	No
CMTM4		16q22.1-q22.3	HOMDEL	1	8	12.5%	No
LRRC37A11P		17q12	AMP	1	8	12.5%	No
NPHP3-AS1		3q22.1	AMP	1	8	12.5%	No
DNTTIP1		20q13.12	AMP	1	8	12.5%	No
TTC33		5p13.1	AMP	1	8	12.5%	No
PDCL3P4		3q12.3	AMP	1	8	12.5%	No
SNORD116-17		15q11.2	AMP	1	8	12.5%	No
DDC		7p12.2-p12.1	AMP	1	8	12.5%	No
LINC01019		5p15.33	AMP	1	8	12.5%	No
UPK1A		19q13.12	AMP	2	8	25.0%	No
GPR171		3q25.1	AMP	1	8	12.5%	No
C3ORF56		3q21.3	AMP	1	8	12.5%	No
TPRG1-AS2		3q28	AMP	1	8	12.5%	No
STARD3		17q11-q12	AMP	1	8	12.5%	No
MBNL1-AS1		3q25.1	AMP	1	8	12.5%	No
PRRC2A		6p21.33	AMP	1	8	12.5%	No
SNORD115-31		15q11.2	HOMDEL	1	8	12.5%	No
ZNF843		16p11.2	HOMDEL	1	8	12.5%	No
LINC01014		3q26.32	AMP	1	8	12.5%	No
BMPR1B		4q22.3	HOMDEL	1	8	12.5%	No
GATA2		3q21.3	AMP	1	8	12.5%	Yes
LINC00888		3q27.1	AMP	1	8	12.5%	No
B3GNT5		3q27.1	AMP	1	8	12.5%	No
ZNF792		19q13.11	AMP	2	8	25.0%	No
KRT16		17q21.2	AMP	1	8	12.5%	No
TENT4A		5p15.31	AMP	1	8	12.5%	No
SNORD115-3		15q11.2	HOMDEL	1	8	12.5%	No
UBXN7		3q29	AMP	1	8	12.5%	No
LINC01265		5p13.1	AMP	1	8	12.5%	No
TFRC		3q29	AMP	1	8	12.5%	Yes
RPL23		17q12	AMP	1	8	12.5%	No
DDX39B		6p21.33	AMP	1	8	12.5%	No
PHLDB2		3q13.2	AMP	1	8	12.5%	No
C6ORF15		6p21.33	AMP	1	8	12.5%	No
FBL		19q13.2	AMP	1	8	12.5%	No
SNORD116-28		15q11.2	AMP	1	8	12.5%	No
TTC9B		19q13.2	AMP	1	8	12.5%	No
GUSBP10		7p11.2	AMP	1	8	12.5%	No
H1-10-AS1		3q21.3	AMP	1	8	12.5%	No
GRB10		7p12.1	AMP	1	8	12.5%	No
DNAJB8		3q21.3	AMP	1	8	12.5%	No
BBS9		7p14.3	AMP	1	8	12.5%	No
RICTOR		5p13.1	AMP	1	8	12.5%	Yes
COL28A1		7p21.3	AMP	1	8	12.5%	No
COX17		3q13.33	AMP	1	8	12.5%	No
LOC101927572		19q13.12	AMP	2	8	25.0%	No
LY6G6D		6p21.33	AMP	1	8	12.5%	No
LINC03016		7p21.3	AMP	1	8	12.5%	No
NMRAL2P		3q27.2	AMP	1	8	12.5%	No
LINC01706		20p12.3	AMP	1	8	12.5%	No
WTIP		19q13.11	AMP	1	8	12.5%	No
MAG		19q13.1	AMP	2	8	25.0%	No
IGSF10		3q25.1	AMP	1	8	12.5%	No
LSAMP-AS1		3q13.31	AMP	1	8	12.5%	No
RPL19		17q12	AMP	1	8	12.5%	No
GPANK1		6p21.33	AMP	1	8	12.5%	No
C3ORF22		3q21.3	AMP	1	8	12.5%	No
TAGLN3		3q13.2	AMP	1	8	12.5%	No
NECTIN3		3q13.13	AMP	1	8	12.5%	No
ZNF30-AS1		19q13.11	AMP	2	8	25.0%	No
KRT42P		17q21.2	AMP	1	8	12.5%	No
MT1G		16q13	HOMDEL	1	8	12.5%	No
TMEM52		1p36.33	HOMDEL	1	8	12.5%	No
RHO		3q22.1	AMP	1	8	12.5%	No
VEPH1		3q25.31-q25.32	AMP	1	8	12.5%	No
SNORD109A		15q11.2	HOMDEL	1	8	12.5%	No
SEC62		3q26.2	AMP	1	8	12.5%	No
SNORA58		3q22.1	AMP	1	8	12.5%	No
STK31		7p15.3	AMP	1	8	12.5%	No
R3HDML		20q13.12	AMP	1	8	12.5%	No
ARHGEF26-AS1		3q25.2	AMP	1	8	12.5%	No
IL1RAPL1		Xp21.3-p21.2	HOMDEL	1	8	12.5%	No
TRAPPC12		2p25.3	HOMDEL	1	8	12.5%	No
LUARIS		7p13	AMP	1	8	12.5%	No
KBTBD12		3q21.3	AMP	1	8	12.5%	No
SNORD115-36		15q11.2	AMP	1	8	12.5%	No
FBXO31		16q24.2	HOMDEL	1	8	12.5%	Yes
VARS1		6p21.33	AMP	1	8	12.5%	No
IGFBP3		7p12.3	AMP	1	8	12.5%	No
KRT28		17q21.2	AMP	1	8	12.5%	No
LINC01535		19q13.12	AMP	1	8	12.5%	No
TRIM39-RPP21		6p22.1	AMP	1	8	12.5%	No
C1GALT1		7p22.1-p21.3	AMP	1	8	12.5%	No
CDSN		6p21.33	AMP	1	8	12.5%	No
DVL1		1p36.33	HOMDEL	1	8	12.5%	No
ZNF334		20q13.12	AMP	1	8	12.5%	No
GOLGA6L1		15q11.2	HOMDEL	1	8	12.5%	No
ECE2		3q27.1	AMP	1	8	12.5%	No
MEGF6		1p36.32	HOMDEL	1	8	12.5%	No
ABCA3		16p13.3	HOMDEL	1	8	12.5%	No
SNORD115-36		15q11.2	HOMDEL	1	8	12.5%	No
SEC61G-DT		7p11.2	AMP	1	8	12.5%	No
RASGRP4		19q13.2	AMP	1	8	12.5%	No
VWA1		1p36.33	HOMDEL	1	8	12.5%	No
SNORD108		15q11.2	HOMDEL	1	8	12.5%	No
PPT2-EGFL8		6p21.32	AMP	1	8	12.5%	No
COPB2		3q23	AMP	1	8	12.5%	No
SLC2A2		3q26.2	AMP	1	8	12.5%	No
RASA4CP		7p13	AMP	1	8	12.5%	No
TMEM14EP		3q25.2	AMP	1	8	12.5%	No
KBTBD2		7p14.3	AMP	1	8	12.5%	No
P2RY12		3q25.1	AMP	1	8	12.5%	No
SNORD115-38		15q11.2	AMP	1	8	12.5%	No
HLA-E		6p22.1	AMP	1	8	12.5%	No
GP9		3q21.3	AMP	1	8	12.5%	No
IGFBP1		7p12.3	AMP	1	8	12.5%	No
HERC2P2		15q11.2	HOMDEL	1	8	12.5%	No
TNK2		3q29	AMP	1	8	12.5%	No
ACTN4		19q13.2	AMP	1	8	12.5%	No
C16ORF74		16q24.1	HOMDEL	1	8	12.5%	No
OSER1-DT		20q13.12	AMP	1	8	12.5%	No
ZNF567-DT		19q13.12	AMP	1	8	12.5%	No
FBXL7		5p15.1	AMP	1	8	12.5%	No
SRPRB		3q22.1	AMP	1	8	12.5%	No
CEP19		3q29	AMP	1	8	12.5%	No
SLC35C2		20q13.12	AMP	1	8	12.5%	No
PURPL		5p14.1	AMP	1	8	12.5%	No
RUVBL1		3q21.3	AMP	1	8	12.5%	No
DNAJB8-AS1		3q21.3	AMP	1	8	12.5%	No
SPATA48		7p12.2	AMP	1	8	12.5%	No
ABCC5		3q27.1	AMP	1	8	12.5%	No
ESF1		20p12.1	AMP	1	8	12.5%	No
HSPB9		17q21.2	AMP	1	8	12.5%	No
SNORD115-37		15q11.2	AMP	1	8	12.5%	No
MAK16		8p12	AMP	1	8	12.5%	No
C7ORF25		7p14.1	AMP	1	8	12.5%	No
SCRN1		7p14.3	AMP	1	8	12.5%	No
SAMD4B		19q13.2	AMP	1	8	12.5%	No
C5ORF34		5p12	AMP	1	8	12.5%	No
LRRC14B		5p15.33	AMP	1	8	12.5%	No
STAG1		3q22.3	AMP	1	8	12.5%	Yes
PWAR1		15q11.2	AMP	1	8	12.5%	No
SDHAP2		3q29	AMP	1	8	12.5%	No
AP2M1		3q27.1	AMP	1	8	12.5%	No
UPK1A-AS1		19q13.12	AMP	2	8	25.0%	No
LPP		3q27.3-q28	AMP	1	8	12.5%	Yes
SNORD115-40		15q11.2	AMP	1	8	12.5%	No
ZFR		5p13.3	AMP	1	8	12.5%	No
LINC01446		7p12.1	AMP	1	8	12.5%	No
LINC02203		15q11.2	HOMDEL	1	8	12.5%	No
OR13C4		9q31.1	AMP	1	8	12.5%	No
LASP1		17q12	AMP	1	8	12.5%	Yes
BEAN1		16q21	HOMDEL	1	8	12.5%	No
C1ORF159		1p36.33	HOMDEL	1	8	12.5%	No
ZDHHC7		16q24.1	HOMDEL	1	8	12.5%	No
ATP13A4		3q29	AMP	1	8	12.5%	No
PRNP		20p13	AMP	1	8	12.5%	No
KIAA0087		7p15.2	AMP	1	8	12.5%	No
AHRR		5p15.33	AMP	1	8	12.5%	No
FAM120A		9q22.31	AMP	1	8	12.5%	No
FAM162A		3q21.1	AMP	1	8	12.5%	No
SNORD115-39		15q11.2	AMP	1	8	12.5%	No
ZBTB20		3q13.31	AMP	1	8	12.5%	Yes
HOXA-AS3		7p15.2	AMP	1	8	12.5%	No
MRPS30-DT		5p12	AMP	1	8	12.5%	No
MICA		6p21.33	AMP	1	8	12.5%	No
GSDMA		17q21.1	AMP	1	8	12.5%	No
RNF223		1p36.33	HOMDEL	1	8	12.5%	No
OR13F1		9q31.1	AMP	1	8	12.5%	No
SLC25A36		3q23	AMP	1	8	12.5%	No
CC2D2A		4p15.32	HOMDEL	1	8	12.5%	No
KRT10-AS1		17q21.2	AMP	1	8	12.5%	No
GP5		3q29	AMP	1	8	12.5%	No
EIF3K		19q13.2	AMP	1	8	12.5%	No
PHC3		3q26.2	AMP	1	8	12.5%	No
ZIC4		3q24	AMP	1	8	12.5%	No
SNORD115-24		15q11.2	HOMDEL	1	8	12.5%	No
DDR1		6p21.33	AMP	1	8	12.5%	Yes
CCER2		19q13.2	AMP	1	8	12.5%	No
DDC-AS1		7p12.1	AMP	1	8	12.5%	No
OR4F29		1p36.33	HOMDEL	1	8	12.5%	No
NME8		7p14.1	AMP	1	8	12.5%	No
EED		11q14.2	HOMDEL	1	8	12.5%	Yes
LINC02902		7p12.3	AMP	1	8	12.5%	No
MGLL		3q21.3	AMP	1	8	12.5%	No
ZNF571-AS1		19q13.12	AMP	1	8	12.5%	No
OR13C8		9q31.1	AMP	1	8	12.5%	No
CCDC81		11q14.2	HOMDEL	1	8	12.5%	No
TBX20		7p14.2	AMP	1	8	12.5%	No
EHHADH-AS1		3q27.2	AMP	1	8	12.5%	No
FBXO47		17q12	AMP	1	8	12.5%	No
VSTM2A		7p11.2	AMP	1	8	12.5%	No
CBLN1		16q12.1	HOMDEL	1	8	12.5%	No
CLPTM1L		5p15.33	AMP	1	8	12.5%	No
NADK2		5p13.2	AMP	1	8	12.5%	No
HPVC1		7p11.2	AMP	1	8	12.5%	No
KRT25		17q21.2	AMP	1	8	12.5%	No
IGSF11		3q13.32	AMP	1	8	12.5%	No
HEG1		3q21.2	AMP	1	8	12.5%	No
PLEKHF1		19q12	AMP	1	8	12.5%	No
CES2		16q22.1	HOMDEL	1	8	12.5%	No
FILIP1L		3q12.1	AMP	1	8	12.5%	No
HSBP1		16q23.3	HOMDEL	1	8	12.5%	No
MAGEL2		15q11.2	HOMDEL	1	8	12.5%	No
ERBB2		17q12	AMP	1	8	12.5%	Yes
NCKAP5		2q21.2	HOMDEL	1	8	12.5%	No
SNORD115-41		15q11.2	AMP	1	8	12.5%	No
MELTF		3q29	AMP	1	8	12.5%	No
RNF13		3q25.1	AMP	1	8	12.5%	No
LINC01215		3q13.12	AMP	1	8	12.5%	No
TRMO		9q22.33	AMP	1	8	12.5%	No
MACROD2-IT1		20p12.1	HOMDEL	1	8	12.5%	No
AGRN		1p36.33	HOMDEL	1	8	12.5%	No
ALCAM		3q13.11	AMP	1	8	12.5%	No
OR13C3		9q31.1	AMP	1	8	12.5%	No
APOD		3q29	AMP	1	8	12.5%	No
SNORD107		15q11.2	HOMDEL	1	8	12.5%	No
ACTL6A		3q26.33	AMP	1	8	12.5%	No
GOLIM4		3q26.2	AMP	1	8	12.5%	No
CACNB1		17q12	AMP	1	8	12.5%	No
EPHA6		3q11.2	AMP	1	8	12.5%	No
NCR3		6p21.33	AMP	1	8	12.5%	No
OR4F16		1p36.33	HOMDEL	1	8	12.5%	No
TEX55		3q13.32	AMP	1	8	12.5%	No
POTEB		15q11.2	HOMDEL	1	8	12.5%	No
DCK		4q13.3	HOMDEL	1	8	12.5%	No
SNORD115-44		15q11.2	AMP	1	8	12.5%	No
RUBCN		3q29	AMP	1	8	12.5%	No
SUSD3		9q22.31	AMP	1	8	12.5%	No
TP73-AS1		1p36.32	HOMDEL	1	8	12.5%	No
MFN1		3q26.33	AMP	1	8	12.5%	No
GUCA1C		3q13.13	AMP	1	8	12.5%	No
UGT3A1		5p13.2	AMP	1	8	12.5%	No
SNORD115-12		15q11.2	HOMDEL	1	8	12.5%	No
ELMO1		7p14.2-p14.1	AMP	1	8	12.5%	No
CDCA7L		7p15.3	AMP	1	8	12.5%	No
NUP93		16q13	HOMDEL	1	8	12.5%	Yes
BMP2		20p12.3	AMP	1	8	12.5%	No
OSMR		5p13.1	AMP	1	8	12.5%	No
IKZF1		7p12.2	AMP	1	8	12.5%	Yes
RIOX1		14q24.3	HOMDEL	1	8	12.5%	No
RPL22L1		3q26.2	AMP	1	8	12.5%	No
CNP		17q21.2	AMP	1	8	12.5%	No
IQCJ-SCHIP1		3q25.32-q25.33	AMP	1	8	12.5%	No
KRT32		17q21.2	AMP	1	8	12.5%	No
CHRD		3q27.1	AMP	1	8	12.5%	No
KALRN		3q21.1-q21.2	AMP	1	8	12.5%	No
CYCS		7p15.3	AMP	1	8	12.5%	No
ACAD9		3q21.3	AMP	1	8	12.5%	No
PCOLCE2		3q23	AMP	1	8	12.5%	No
NT5C3B		17q21.2	AMP	1	8	12.5%	No
TM4SF1-AS1		3q25.1	AMP	1	8	12.5%	No
COX6A2		16p11.2	HOMDEL	1	8	12.5%	No
GARRE1		19q13.11	AMP	1	8	12.5%	No
TNS3		7p12.3	AMP	1	8	12.5%	No
AP5S1		20p13	AMP	1	8	12.5%	No
CCT6P3		7q11.21	AMP	1	8	12.5%	No
PLEKHA8		7p14.3	AMP	1	8	12.5%	No
LINC02085		3q12.3	AMP	1	8	12.5%	No
PDE1C		7p14.3	AMP	1	8	12.5%	No
ZFP30		19q13.12	AMP	1	8	12.5%	No
YIF1B		19q13.2	AMP	1	8	12.5%	No
ETV1		7p21.2	AMP	1	8	12.5%	Yes
GINS2		16q24.1	HOMDEL	1	8	12.5%	No
SNORA5A		7p13	AMP	1	8	12.5%	No
KRT31		17q21.2	AMP	1	8	12.5%	No
SNORD84		6p21.33	AMP	1	8	12.5%	No
NIT2		3q12.2	AMP	1	8	12.5%	No
ASL		7q11.21	AMP	1	8	12.5%	No
PDCD6		5p15.33	AMP	1	8	12.5%	No
GGTLC1		20p11.21	AMP	1	8	12.5%	No
GPR146		7p22.3	AMP	1	8	12.5%	No
HCG27		6p21.33	AMP	1	8	12.5%	No
NIPA1		15q11.2	HOMDEL	1	8	12.5%	No
CPVL-AS2		7p14.3	AMP	1	8	12.5%	No
GAP43		3q13.31	AMP	1	8	12.5%	No
CLRN1		3q25.1	AMP	1	8	12.5%	No
LRRC77P		3q26.1-q26.2	AMP	1	8	12.5%	No
SNORD116-15		15q11.2	HOMDEL	1	8	12.5%	No
CCDC50		3q28	AMP	1	8	12.5%	No
PLCXD2		3q13.2	AMP	1	8	12.5%	No
LRCH3		3q29	AMP	1	8	12.5%	No
HOTTIP		7p15.2	AMP	1	8	12.5%	No
OR13C2		9q31.1	AMP	1	8	12.5%	No
TBC1D3		17q12	AMP	1	8	12.5%	No
WDR5B		3q21.1	AMP	1	8	12.5%	No
KRT19		17q21.2	AMP	1	8	12.5%	No
IRX1		5p15.33	AMP	1	8	12.5%	No
RPA3		7p21.3	AMP	1	8	12.5%	No
ARGFX		3q13.33	AMP	1	8	12.5%	No
GOLGA8CP		15q11.2	HOMDEL	1	8	12.5%	No
KIRREL2		19q13.12	AMP	2	8	25.0%	No
PDGFA-DT		7p22.3	AMP	1	8	12.5%	No
KIAA0513		16q24.1	HOMDEL	1	8	12.5%	No
MRPL36		5p15.33	AMP	1	8	12.5%	No
SYNE4		19q13.12	AMP	2	8	25.0%	No
LPP-AS2		3q27.3	AMP	1	8	12.5%	No
MROH2B		5p13.1	AMP	1	8	12.5%	No
PLS1		3q23	AMP	1	8	12.5%	No
PGAM2		7p13	AMP	1	8	12.5%	No
PYDC2		3q28	AMP	1	8	12.5%	No
PRKAR1B		7p22.3	AMP	1	8	12.5%	No
TM4SF18		3q25.1	AMP	1	8	12.5%	No
LINC00974		17q21.2	AMP	1	8	12.5%	No
GPR141		7p14.1	AMP	1	8	12.5%	No
